city,state,state_name,county,lat,lng,population,density,timezone,zips
"Inglewood","CA","California","Los Angeles","33.9566","-118.3444","105575","4495.6","America/Los_Angeles","90305,90304,90303,90302,90301,90306,90307,90308,90309,90311,90312"
"Spokane Valley","WA","Washington","Spokane","47.6626","-117.2346","105460","1079.5","America/Los_Angeles","99206,99016,99212,99216,99037,99211,99213,99215"
"Renton","WA","Washington","King","47.4784","-122.1918","105279","1726.7","America/Los_Angeles","98059,98058,98057,98056,98055"
"San Tan Valley","AZ","Arizona","Pinal","33.1786","-111.5629","105231","536.1","America/Phoenix","85143,85142,85140,85144"
"Burbank","CA","California","Los Angeles","34.1879","-118.3235","105165","2344.9","America/Los_Angeles","91506,91504,91505,91502,91501,91503,91507,91508,91510,91521,91522,91523"
"Brockton","MA","Massachusetts","Plymouth","42.0821","-71.0242","105080","1901.8","America/New_York","02301,02302,02303,02304,02305"
"El Cajon","CA","California","San Diego","32.8017","-116.9604","104909","2791.6","America/Los_Angeles","92020,92021,92019"
"Rialto","CA","California","San Bernardino","34.1175","-117.3892","103866","1664.6","America/Los_Angeles","92316,92376,92377"
"San Mateo","CA","California","San Mateo","37.5522","-122.3121","103555","3295.1","America/Los_Angeles","94404,94401,94402,94403,94497"
"Goodyear","AZ","Arizona","Maricopa","33.2614","-112.3622","102891","207.7","America/Phoenix","85139,85338,85326,85395"
"Charlottesville","VA","Virginia","Charlottesville","38.0375","-78.4855","102802","1728.4","America/New_York","22908,22901,22902,22903,22904,22905,22906,22909"
"Lafayette","CO","Colorado","Boulder","39.9946","-105.0998","102615","1271.2","America/Denver","80026"
"Lee's Summit","MO","Missouri","Jackson","38.9171","-94.3816","102583","619.9","America/Chicago","64086,64082,64064,64063,64081,64002"
"Edinburg","TX","Texas","Hidalgo","26.3196","-98.1597","102561","849.9","America/Chicago","78539,78542,78541"
"Daly City","CA","California","San Mateo","37.6862","-122.4685","102560","5176.6","America/Los_Angeles","94015,94014,94016,94017"
"Wichita Falls","TX","Texas","Wichita","33.9072","-98.5291","102558","548.5","America/Chicago","76309,76308,76310,76311,76306,76305,76302,76301,76307"
"Bowling Green","KY","Kentucky","Warren","36.9716","-86.4378","102247","677.1","America/Chicago","42104,42103,42101,42102"
"Longmont","CO","Colorado","Boulder","40.1686","-105.1005","102183","1305.7","America/Denver","80501,80503,80504"
"Vacaville","CA","California","Solano","38.3587","-121.9673","102085","1319.6","America/Los_Angeles","95687,95688"
"Highlands Ranch","CO","Colorado","Douglas","39.5419","-104.9708","101437","1613.8","America/Denver","80129,80126,80130,80163"
"Quincy","MA","Massachusetts","Norfolk","42.2506","-71.0187","101361","2361.4","America/New_York","02169,02171,02170,02269"
"Fishers","IN","Indiana","Hamilton","39.9588","-85.9659","100918","1076.9","America/Indiana/Indianapolis","46038,46040,46256,46037,46085"
"Lynn","MA","Massachusetts","Essex","42.4781","-70.9664","100905","3627.9","America/New_York","01905,01904,01902,01901,01903,01910"
"Norwalk","CA","California","Los Angeles","33.9069","-118.0829","100713","4005.8","America/Los_Angeles","90650,90651,90652"
"Carmel","IN","Indiana","Hamilton","39.965","-86.146","100501","790.5","America/Indiana/Indianapolis","46290,46032,46033,46280,46074,46082"
"Hesperia","CA","California","San Bernardino","34.3975","-117.3147","100141","532","America/Los_Angeles","92345,92344,92340"
"St. Augustine","FL","Florida","St. Johns","29.8976","-81.31","99936","607.4","America/New_York","32080,32095,32084"
"Buckeye","AZ","Arizona","Maricopa","33.4314","-112.6429","99844","97.5","America/Phoenix","85326,85340,85396"
"San Angelo","TX","Texas","Tom Green","31.4424","-100.4504","99507","639.7","America/Chicago","76905,76904,76901,76903,76909,76908,76886,76906"
"Federal Way","WA","Washington","King","47.3091","-122.3358","99232","1717","America/Los_Angeles","98023,98003,98063,98093"
"Bismarck","ND","North Dakota","Burleigh","46.8143","-100.7694","99060","825.4","America/Chicago","58505,58504,58501,58503,58507"
"Boca Raton","FL","Florida","Palm Beach","26.3752","-80.108","98833","1307.8","America/New_York","33496,33487,33486,33434,33432,33433,33431,33427,33429,33481,33499"
"New Braunfels","TX","Texas","Comal","29.6994","-98.1148","98700","846.4","America/Chicago","78132,78130,78131,78135"
"Vista","CA","California","San Diego","33.1896","-117.2386","98646","2007.7","America/Los_Angeles","92084,92083,92081,92085"
"Beaverton","OR","Oregon","Washington","45.4779","-122.8168","97502","1907.5","America/Los_Angeles","97225,97003,97005,97007,97006,97008,97075,97076,97077,97079"
"Portsmouth","VA","Virginia","Portsmouth","36.8468","-76.354","97299","1128.1","America/New_York","23709,23708,23704,23707,23701,23703,23702,23705"
"Orem","UT","Utah","Utah","40.2981","-111.6994","97048","2012.7","America/Denver","84097,84057,84058,84059"
"Conroe","TX","Texas","Montgomery","30.3238","-95.4824","96976","493.6","America/Chicago","77384,77301,77303,77304,77305"
"Suffolk","VA","Virginia","Suffolk","36.6953","-76.6398","96638","93.5","America/New_York","23433,23432,23437,23436,23435,23434,23438,23439"
"Sunrise","FL","Florida","Broward","26.1547","-80.2997","96633","2303.3","America/New_York","33322,33323,33326,33325,33351,33313,33307,33345"
"Lawrence","KS","Kansas","Douglas","38.9597","-95.2642","96380","1064.6","America/Chicago","66045,66044,66047,66046,66049"
"Arden-Arcade","CA","California","Sacramento","38.6017","-121.3845","96319","2339.6","America/Los_Angeles","95821,95864,95825,95860,95865,95866"
"Prescott Valley","AZ","Arizona","Yavapai","34.598","-112.3185","96190","458.7","America/Phoenix","86327,86315,86314,86312"
"Middletown","OH","Ohio","Butler","39.5033","-84.3659","95894","746.3","America/New_York","45044,45005,45042"
"San German","PR","Puerto Rico","San Germán","18.0827","-67.046","95622","1467.1","America/Puerto_Rico","683"
"Edmond","OK","Oklahoma","Oklahoma","35.6689","-97.416","95618","437.4","America/Chicago","73013,73007,73003,73034"
"Tracy","CA","California","San Joaquin","37.7269","-121.4523","95358","1397.9","America/Los_Angeles","95377,95376,95304"
"Manteca","CA","California","San Joaquin","37.7927","-121.2264","95347","1534.8","America/Los_Angeles","95337,95336"
"Kingsport","TN","Tennessee","Sullivan","36.5224","-82.5454","95059","405.9","America/New_York","37665,37664,37663,37660,37662,37669"
"Portsmouth","NH","New Hampshire","Rockingham","43.058","-70.7826","94815","550.6","America/New_York","03801,03802,03803,03804"
"Sandy","UT","Utah","Salt Lake","40.5709","-111.8506","94723","1507.7","America/Denver","84092,84093,84094,84070,84090,84091"
"Palm Coast","FL","Florida","Flagler","29.5389","-81.2457","94362","378.4","America/New_York","32164,32136,32137,32135,32142,32143"
"Slidell","LA","Louisiana","St. Tammany","30.2887","-89.7828","94220","727.4","America/Chicago","70460,70458,70459,70469"
"San Marcos","CA","California","San Diego","33.135","-117.1743","94078","1478.4","America/Los_Angeles","92078,92096,92069,92079"
"Livonia","MI","Michigan","Wayne","42.3972","-83.3733","94058","1017.4","America/Detroit","48152,48150,48154,48151,48153"
"Santa Fe","NM","New Mexico","Santa Fe","35.6619","-105.9819","94032","652.1","America/Denver","87505,87507,87501,87502,87503,87509"
"Plantation","FL","Florida","Broward","26.1259","-80.2617","94002","1668.6","America/New_York","33322,33323,33324,33325,33317,33313,33388,33318,33329"
"Atascocita","TX","Texas","Harris","29.9777","-95.1953","93926","1518.5","America/Chicago","77346,77396"
"Fall River","MA","Massachusetts","Bristol","41.7136","-71.1015","93764","1093","America/New_York","02724,02723,02720,02721,02717,02790,02747,02722"
"Compton","CA","California","Los Angeles","33.893","-118.2274","93525","3601.4","America/Los_Angeles","90220,90221,90222,90223"
"Carson","CA","California","Los Angeles","33.8374","-118.2559","93523","1927.8","America/Los_Angeles","90248,90810,90747,90746,90745,90224,90749,90895"
"La Crosse","WI","Wisconsin","La Crosse","43.8241","-91.2268","93163","921.1","America/Chicago","54603,54601,54602"
"Missoula","MT","Montana","Missoula","46.8751","-114.0214","92942","833.3","America/Denver","59812,59808,59803,59802,59801"
"O'Fallon","MO","Missouri","St. Charles","38.785","-90.7175","92697","1171.5","America/Chicago","63367,63366,63368"
"Mount Pleasant","SC","South Carolina","Charleston","32.8537","-79.8203","92662","720.5","America/New_York","29466,29464,29465"
"Roswell","GA","Georgia","Fulton","34.0391","-84.3513","92577","877.6","America/New_York","30075,30076,30077"
"Hoover","AL","Alabama","Jefferson","33.3763","-86.8068","92401","718.2","America/Chicago","35216,35226,35244,35242,35236,35260"
"Florence","SC","South Carolina","Florence","34.178","-79.7898","92315","625.5","America/New_York","29505,29506,29501,29502,29503,29504"
"Williamsburg","VA","Virginia","Williamsburg","37.2693","-76.7076","91935","672.3","America/New_York","23185,23188,23187"
"South Gate","CA","California","Los Angeles","33.9447","-118.1926","91836","4899.4","America/Los_Angeles","90280"
"Chino","CA","California","San Bernardino","33.9836","-117.6654","91775","1198.2","America/Los_Angeles","91708,91710"
"Fort Myers","FL","Florida","Lee","26.6194","-81.8302","91730","884.3","America/New_York","33913,33916,33966,33901,33907,33905,33902,33994"
"Kirkland","WA","Washington","King","47.697","-122.2057","91614","1986.5","America/Los_Angeles","98039,98033,98034,98083"
"Santa Monica","CA","California","Los Angeles","34.0235","-118.481","91535","4202.9","America/Los_Angeles","90401,90402,90403,90404,90405,90406,90407,90408,90409,90410,90411"
"Vineland","NJ","New Jersey","Cumberland","39.4653","-74.9981","91393","342.6","America/New_York","08344,08360,08361,08362"
"Norwalk","CT","Connecticut","Western Connecticut","41.1144","-73.4215","91375","1541.5","America/New_York","06854,06855,06850,06851,06853,06852,06856,06857,06858"
"Alafaya","FL","Florida","Orange","28.528","-81.1868","90874","1145.3","America/New_York","32825,32828,32829,32834,32878"
"Lawton","OK","Oklahoma","Comanche","34.6175","-98.4202","90662","428.5","America/Chicago","73503,73505,73501,73507,73502,73506"
"Avondale","AZ","Arizona","Maricopa","33.3873","-112.3235","90644","731.5","America/Phoenix","85353,85329,85323,85392"
"Germantown","MD","Maryland","Montgomery","39.1755","-77.2643","90521","2051.9","America/New_York","20876,20874,20875"
"Rapid City","SD","South Dakota","Pennington","44.0716","-103.2204","90421","530","America/Denver","57702,57703,57701"
"Westminster","CA","California","Orange","33.7523","-117.9938","90147","3467","America/Los_Angeles","92655,92683,92684,92685"
"Clifton","NJ","New Jersey","Passaic","40.863","-74.1575","89247","3056.3","America/New_York","07014,07013,07012,07011,07015"
"Waukegan","IL","Illinois","Lake","42.3698","-87.8716","88919","1415.2","America/Chicago","60048,60087,60085,60079"
"Bloomington","MN","Minnesota","Hennepin","44.8306","-93.3151","88838","988.5","America/Chicago","55420,55425,55431,55437,55435,55438"
"Mayaguez","PR","Puerto Rico","Mayagüez","18.2003","-67.1397","88722","1093.5","America/Puerto_Rico","00682,00680,00681"
"San Leandro","CA","California","Alameda","37.7074","-122.1599","88531","2565.6","America/Los_Angeles","94578,94579,94577,94622"
"Newton","MA","Massachusetts","Middlesex","42.3316","-71.2085","88504","1916.8","America/New_York","02464,02466,02461,02462,02468,02465,02467,02460,02458,02459,02456,02495"
"Joplin","MO","Missouri","Jasper","37.0757","-94.5018","88490","529.4","America/Chicago","64804,64801,64802,64803"
"Lawrence","MA","Massachusetts","Essex","42.7002","-71.1626","88297","4919.6","America/New_York","01843,01840,01841,01842"
"Springdale","AR","Arkansas","Washington","36.1901","-94.1574","87388","677.9","America/Chicago","72764,72762,72765,72766"
"Troy","MI","Michigan","Oakland","42.5817","-83.1457","87307","1007.8","America/Detroit","48098,48083,48085,48084,48007,48099"
"Citrus Heights","CA","California","Sacramento","38.6948","-121.288","87036","2363.8","America/Los_Angeles","95621,95610,95611"
"Deerfield Beach","FL","Florida","Broward","26.305","-80.1277","86742","2238.4","America/New_York","33442,33441,33064,33443"
"Town 'n' Country","FL","Florida","Hillsborough","28.0106","-82.5763","86544","1500.5","America/New_York","33635,33634,33615,33685"
"Winchester","VA","Virginia","Winchester","39.1735","-78.1746","86501","1175.2","America/New_York","22601,22604"
"Mission","TX","Texas","Hidalgo","26.2039","-98.3256","86234","916.4","America/Chicago","78574,78572"
"Bryan","TX","Texas","Brazos","30.665","-96.3807","86169","601.1","America/Chicago","77808,77803,77802,77801,77807,77805,77806"
"Hawthorne","CA","California","Los Angeles","33.9147","-118.3476","85933","5450.4","America/Los_Angeles","90304,90250,90251,90310"
"Whittier","CA","California","Los Angeles","33.9678","-118.0188","85925","2264.7","America/Los_Angeles","90603,90606,90602,90601,90605,90607,90608,90609"
"Livermore","CA","California","Alameda","37.6868","-121.7607","85870","1247.8","America/Los_Angeles","94550,94551"
"Lake Forest","CA","California","Orange","33.6605","-117.6714","85846","1983.1","America/Los_Angeles","92610,92630,92609"
"San Ramon","CA","California","Contra Costa","37.7624","-121.9365","85734","1650.2","America/Los_Angeles","94582,94583"
"Melbourne","FL","Florida","Brevard","28.1086","-80.6627","85718","749","America/New_York","32934,32901,32903,32935,32904,32912,32919,32941"
"Franklin","TN","Tennessee","Williamson","35.92","-86.8516","85575","741.7","America/Chicago","37069,37064,37067,37065,37068"
"Auburn","WA","Washington","King","47.3039","-122.2108","85455","1115.6","America/Los_Angeles","98001,98002,98092"
"Port Huron","MI","Michigan","St. Clair","42.9821","-82.4388","85051","1368.8","America/Detroit","48060,48061"
"Decatur","IL","Illinois","Macon","39.8557","-88.9342","84629","621.7","America/Chicago","62522,62523,62521,62526,62524,62525"
"Baytown","TX","Texas","Harris","29.7587","-94.9671","84538","805.9","America/Chicago","77520,77523,77521,77522"
"Brooklyn Park","MN","Minnesota","Hennepin","45.1112","-93.3505","84349","1248.9","America/Chicago","55429,55428,55443,55445,55444"
